date,product_id,units_sold,price_sold,product_name,category,base_price,stock_available,last_updated,day_of_week,is_weekend,price_deviation,days_since_stock_update,category_encoded,sales_velocity,stock_to_sales_ratio
2025-06-25,22,11,1865.39,Smart Glasses #22,Wearables,3354,194,2025-07-07,2,0,-0.4438312462731067,-12,9,13.666666666666666,16.166666666666668
2025-06-26,22,16,1738.81,Smart Glasses #22,Wearables,3354,194,2025-07-07,3,0,-0.4815712581991652,-11,9,12.666666666666666,11.411764705882353
2025-06-27,22,10,1850.81,Smart Glasses #22,Wearables,3354,194,2025-07-07,4,0,-0.44817829457364344,-10,9,12.333333333333334,17.636363636363637
2025-06-28,22,12,1825.44,Smart Glasses #22,Wearables,3354,194,2025-07-07,5,1,-0.45574239713774595,-9,9,12.666666666666666,14.923076923076923
2025-06-29,22,13,1738.9,Smart Glasses #22,Wearables,3354,194,2025-07-07,6,1,-0.4815444245676804,-8,9,11.666666666666666,13.857142857142858
2025-06-30,22,16,1737.56,Smart Glasses #22,Wearables,3354,194,2025-07-07,0,0,-0.48194394752534286,-7,9,13.666666666666666,11.411764705882353
2025-07-01,22,15,1897.09,Smart Glasses #22,Wearables,3354,194,2025-07-07,1,0,-0.4343798449612403,-6,9,14.666666666666666,12.125
2025-07-02,22,13,1906.78,Smart Glasses #22,Wearables,3354,194,2025-07-07,2,0,-0.4314907573047108,-5,9,14.666666666666666,13.857142857142858
2025-07-03,22,10,1909.09,Smart Glasses #22,Wearables,3354,194,2025-07-07,3,0,-0.43080202742993445,-4,9,12.666666666666666,17.636363636363637
2025-07-04,22,12,1827.18,Smart Glasses #22,Wearables,3354,194,2025-07-07,4,0,-0.4552236135957066,-3,9,11.666666666666666,14.923076923076923
2025-07-05,22,13,1850.71,Smart Glasses #22,Wearables,3354,194,2025-07-07,5,1,-0.4482081097197376,-2,9,11.666666666666666,13.857142857142858
2025-07-06,22,12,1894.67,Smart Glasses #22,Wearables,3354,194,2025-07-07,6,1,-0.4351013714967203,-1,9,12.333333333333334,14.923076923076923
2025-07-07,22,13,1798.39,Smart Glasses #22,Wearables,3354,194,2025-07-07,0,0,-0.46380739415623135,0,9,12.666666666666666,13.857142857142858
2025-07-08,22,15,1770.39,Smart Glasses #22,Wearables,3354,194,2025-07-07,1,0,-0.47215563506261177,1,9,13.333333333333334,12.125
2025-06-09,23,6,3650.17,Puzzle #23,Toys,1608,490,2025-07-07,0,0,1.2700062189054726,-28,8,6.0,70.0
2025-06-10,23,6,3578.62,Puzzle #23,Toys,1608,490,2025-07-07,1,0,1.225509950248756,-27,8,6.0,70.0
2025-06-11,23,7,3468.83,Puzzle #23,Toys,1608,490,2025-07-07,2,0,1.1572325870646765,-26,8,6.333333333333333,61.25
2025-06-12,23,8,3531.21,Puzzle #23,Toys,1608,490,2025-07-07,3,0,1.196026119402985,-25,8,7.0,54.44444444444444
2025-06-13,23,7,3663.76,Puzzle #23,Toys,1608,490,2025-07-07,4,0,1.2784577114427862,-24,8,7.333333333333333,61.25
2025-06-14,23,3,3601.49,Puzzle #23,Toys,1608,490,2025-07-07,5,1,1.2397325870646765,-23,8,6.0,122.5
2025-06-15,23,7,3479.83,Puzzle #23,Toys,1608,490,2025-07-07,6,1,1.164073383084577,-22,8,5.666666666666667,61.25
2025-06-16,23,4,3577.05,Puzzle #23,Toys,1608,490,2025-07-07,0,0,1.2245335820895524,-21,8,4.666666666666667,98.0
2025-06-17,23,6,3706.72,Puzzle #23,Toys,1608,490,2025-07-07,1,0,1.3051741293532337,-20,8,5.666666666666667,70.0
2025-06-18,23,4,3565.92,Puzzle #23,Toys,1608,490,2025-07-07,2,0,1.2176119402985075,-19,8,4.666666666666667,98.0
2025-06-19,23,7,3438.41,Puzzle #23,Toys,1608,490,2025-07-07,3,0,1.1383146766169154,-18,8,5.666666666666667,61.25
2025-06-20,23,4,3682.42,Puzzle #23,Toys,1608,490,2025-07-07,4,0,1.2900621890547264,-17,8,5.0,98.0
2025-06-21,23,9,3434.14,Puzzle #23,Toys,1608,490,2025-07-07,5,1,1.1356592039800995,-16,8,6.666666666666667,49.0
2025-06-22,23,7,3544.23,Puzzle #23,Toys,1608,490,2025-07-07,6,1,1.2041231343283583,-15,8,6.666666666666667,61.25
2025-06-23,23,3,3475.33,Puzzle #23,Toys,1608,490,2025-07-07,0,0,1.1612748756218905,-14,8,6.333333333333333,122.5
2025-06-24,23,3,3646.23,Puzzle #23,Toys,1608,490,2025-07-07,1,0,1.2675559701492538,-13,8,4.333333333333333,122.5
2025-06-25,23,3,3572.18,Puzzle #23,Toys,1608,490,2025-07-07,2,0,1.221504975124378,-12,8,3.0,122.5
2025-06-26,23,7,3423.25,Puzzle #23,Toys,1608,490,2025-07-07,3,0,1.128886815920398,-11,8,4.333333333333333,61.25
2025-06-27,23,4,3445.84,Puzzle #23,Toys,1608,490,2025-07-07,4,0,1.1429353233830846,-10,8,4.666666666666667,98.0
2025-06-28,23,1,3627.79,Puzzle #23,Toys,1608,490,2025-07-07,5,1,1.2560883084577115,-9,8,4.0,245.0
2025-06-29,23,9,3621.51,Puzzle #23,Toys,1608,490,2025-07-07,6,1,1.2521828358208957,-8,8,4.666666666666667,49.0
2025-06-30,23,2,3693.96,Puzzle #23,Toys,1608,490,2025-07-07,0,0,1.2972388059701492,-7,8,4.0,163.33333333333334
2025-07-01,23,6,3732.5,Puzzle #23,Toys,1608,490,2025-07-07,1,0,1.3212064676616915,-6,8,5.666666666666667,70.0
2025-07-02,23,3,3668.23,Puzzle #23,Toys,1608,490,2025-07-07,2,0,1.2812375621890548,-5,8,3.6666666666666665,122.5
2025-07-03,23,3,3571.1,Puzzle #23,Toys,1608,490,2025-07-07,3,0,1.2208333333333332,-4,8,4.0,122.5
2025-07-04,23,2,3667.82,Puzzle #23,Toys,1608,490,2025-07-07,4,0,1.2809825870646767,-3,8,2.6666666666666665,163.33333333333334
2025-07-05,23,6,3462.08,Puzzle #23,Toys,1608,490,2025-07-07,5,1,1.1530348258706467,-2,8,3.6666666666666665,70.0
2025-07-06,23,8,3712.64,Puzzle #23,Toys,1608,490,2025-07-07,6,1,1.3088557213930347,-1,8,5.333333333333333,54.44444444444444
2025-07-07,23,6,3555.21,Puzzle #23,Toys,1608,490,2025-07-07,0,0,1.2109514925373135,0,8,6.666666666666667,70.0
2025-07-08,23,5,3769.05,Puzzle #23,Toys,1608,490,2025-07-07,1,0,1.3439365671641792,1,8,6.333333333333333,81.66666666666667
2025-06-09,24,8,2863.8,Clock #24,Home,234,244,2025-07-07,0,0,11.23846153846154,-28,6,8.0,27.11111111111111
2025-06-10,24,10,2947.58,Clock #24,Home,234,244,2025-07-07,1,0,11.596495726495727,-27,6,9.0,22.181818181818183
2025-06-11,24,7,2879.54,Clock #24,Home,234,244,2025-07-07,2,0,11.305726495726496,-26,6,8.333333333333334,30.5
2025-06-12,24,7,2927.27,Clock #24,Home,234,244,2025-07-07,3,0,11.509700854700855,-25,6,8.0,30.5
2025-06-13,24,12,2772.6,Clock #24,Home,234,244,2025-07-07,4,0,10.848717948717947,-24,6,8.666666666666666,18.76923076923077
2025-06-14,24,7,2828.78,Clock #24,Home,234,244,2025-07-07,5,1,11.088803418803419,-23,6,8.666666666666666,30.5
2025-06-15,24,8,2794.44,Clock #24,Home,234,244,2025-07-07,6,1,10.942051282051283,-22,6,9.0,27.11111111111111
2025-06-16,24,13,2775.62,Clock #24,Home,234,244,2025-07-07,0,0,10.861623931623932,-21,6,9.333333333333334,17.428571428571427
2025-06-17,24,12,2741.27,Clock #24,Home,234,244,2025-07-07,1,0,10.714829059829059,-20,6,11.0,18.76923076923077
2025-06-18,24,7,2919.45,Clock #24,Home,234,244,2025-07-07,2,0,11.47628205128205,-19,6,10.666666666666666,30.5
2025-06-19,24,4,2834.26,Clock #24,Home,234,244,2025-07-07,3,0,11.112222222222224,-18,6,7.666666666666667,48.8
2025-06-20,24,10,2697.06,Clock #24,Home,234,244,2025-07-07,4,0,10.525897435897436,-17,6,7.0,22.181818181818183
2025-06-21,24,7,2795.22,Clock #24,Home,234,244,2025-07-07,5,1,10.945384615384615,-16,6,7.0,30.5
2025-06-22,24,9,2772.42,Clock #24,Home,234,244,2025-07-07,6,1,10.847948717948718,-15,6,8.666666666666666,24.4
2025-06-23,24,9,2958.61,Clock #24,Home,234,244,2025-07-07,0,0,11.64363247863248,-14,6,8.333333333333334,24.4
2025-06-24,24,11,2699.88,Clock #24,Home,234,244,2025-07-07,1,0,10.53794871794872,-13,6,9.666666666666666,20.333333333333332
2025-06-25,24,5,2772.08,Clock #24,Home,234,244,2025-07-07,2,0,10.846495726495727,-12,6,8.333333333333334,40.666666666666664
2025-06-26,24,8,2761.97,Clock #24,Home,234,244,2025-07-07,3,0,10.803290598290598,-11,6,8.0,27.11111111111111
2025-06-27,24,10,2899.74,Clock #24,Home,234,244,2025-07-07,4,0,11.39205128205128,-10,6,7.666666666666667,22.181818181818183
2025-06-28,24,10,2904.06,Clock #24,Home,234,244,2025-07-07,5,1,11.410512820512821,-9,6,9.333333333333334,22.181818181818183
2025-06-29,24,9,2949.79,Clock #24,Home,234,244,2025-07-07,6,1,11.60594017094017,-8,6,9.666666666666666,24.4
2025-06-30,24,7,2739.32,Clock #24,Home,234,244,2025-07-07,0,0,10.706495726495728,-7,6,8.666666666666666,30.5
2025-07-01,24,10,2783.55,Clock #24,Home,234,244,2025-07-07,1,0,10.89551282051282,-6,6,8.666666666666666,22.181818181818183
2025-07-02,24,10,2884.11,Clock #24,Home,234,244,2025-07-07,2,0,11.325256410256411,-5,6,9.0,22.181818181818183
2025-07-03,24,12,2774.9,Clock #24,Home,234,244,2025-07-07,3,0,10.858547008547008,-4,6,10.666666666666666,18.76923076923077
2025-07-04,24,7,2929.59,Clock #24,Home,234,244,2025-07-07,4,0,11.519615384615385,-3,6,9.666666666666666,30.5
2025-07-05,24,10,2792.13,Clock #24,Home,234,244,2025-07-07,5,1,10.932179487179488,-2,6,9.666666666666666,22.181818181818183
2025-07-06,24,9,2965.27,Clock #24,Home,234,244,2025-07-07,6,1,11.672094017094016,-1,6,8.666666666666666,24.4
2025-07-07,24,7,2707.25,Clock #24,Home,234,244,2025-07-07,0,0,10.569444444444445,0,6,8.666666666666666,30.5
2025-07-08,24,10,2958.77,Clock #24,Home,234,244,2025-07-07,1,0,11.64431623931624,1,6,8.666666666666666,22.181818181818183
2025-06-09,25,13,2504.67,Cookbook #25,Books,4490,105,2025-07-07,0,0,-0.44216703786191536,-28,2,13.0,7.5
2025-06-10,25,9,2535.53,Cookbook #25,Books,4490,105,2025-07-07,1,0,-0.435293986636971,-27,2,11.0,10.5
2025-06-11,25,10,2686.88,Cookbook #25,Books,4490,105,2025-07-07,2,0,-0.40158574610244985,-26,2,10.666666666666666,9.545454545454545
2025-06-12,25,9,2586.96,Cookbook #25,Books,4490,105,2025-07-07,3,0,-0.4238396436525612,-25,2,9.333333333333334,10.5
2025-06-13,25,12,2492.54,Cookbook #25,Books,4490,105,2025-07-07,4,0,-0.4448685968819599,-24,2,10.333333333333334,8.076923076923077
2025-06-14,25,9,2517.18,Cookbook #25,Books,4490,105,2025-07-07,5,1,-0.43938084632516705,-23,2,10.0,10.5
2025-06-15,25,6,2740.55,Cookbook #25,Books,4490,105,2025-07-07,6,1,-0.3896325167037861,-22,2,9.0,15.0
2025-06-16,25,11,2628.2,Cookbook #25,Books,4490,105,2025-07-07,0,0,-0.4146547884187083,-21,2,8.666666666666666,8.75
2025-06-17,25,9,2625.29,Cookbook #25,Books,4490,105,2025-07-07,1,0,-0.41530289532293985,-20,2,8.666666666666666,10.5
2025-06-18,25,12,2719.94,Cookbook #25,Books,4490,105,2025-07-07,2,0,-0.39422271714922047,-19,2,10.666666666666666,8.076923076923077
2025-06-19,25,9,2582.37,Cookbook #25,Books,4490,105,2025-07-07,3,0,-0.4248619153674833,-18,2,10.0,10.5
2025-06-20,25,7,2668.43,Cookbook #25,Books,4490,105,2025-07-07,4,0,-0.405694877505568,-17,2,9.333333333333334,13.125
2025-06-21,25,12,2657.71,Cookbook #25,Books,4490,105,2025-07-07,5,1,-0.40808240534521156,-16,2,9.333333333333334,8.076923076923077
2025-06-22,25,7,2642.13,Cookbook #25,Books,4490,105,2025-07-07,6,1,-0.4115523385300668,-15,2,8.666666666666666,13.125
2025-06-23,25,6,2634.74,Cookbook #25,Books,4490,105,2025-07-07,0,0,-0.4131982182628063,-14,2,8.333333333333334,15.0
2025-06-24,25,12,2671.39,Cookbook #25,Books,4490,105,2025-07-07,1,0,-0.40503563474387533,-13,2,8.333333333333334,8.076923076923077
2025-06-25,25,6,2536.0,Cookbook #25,Books,4490,105,2025-07-07,2,0,-0.43518930957683744,-12,2,8.0,15.0
2025-06-26,25,8,2648.11,Cookbook #25,Books,4490,105,2025-07-07,3,0,-0.41022048997772825,-11,2,8.666666666666666,11.666666666666666
2025-06-27,25,10,2697.28,Cookbook #25,Books,4490,105,2025-07-07,4,0,-0.39926948775055676,-10,2,8.0,9.545454545454545
2025-06-28,25,10,2652.79,Cookbook #25,Books,4490,105,2025-07-07,5,1,-0.4091781737193764,-9,2,9.333333333333334,9.545454545454545
2025-06-29,25,8,2503.1,Cookbook #25,Books,4490,105,2025-07-07,6,1,-0.44251670378619157,-8,2,9.333333333333334,11.666666666666666
2025-06-30,25,8,2562.2,Cookbook #25,Books,4490,105,2025-07-07,0,0,-0.4293541202672606,-7,2,8.666666666666666,11.666666666666666
2025-07-01,25,8,2503.49,Cookbook #25,Books,4490,105,2025-07-07,1,0,-0.4424298440979956,-6,2,8.0,11.666666666666666
2025-07-02,25,8,2585.27,Cookbook #25,Books,4490,105,2025-07-07,2,0,-0.42421603563474386,-5,2,8.0,11.666666666666666
2025-07-03,25,11,2739.46,Cookbook #25,Books,4490,105,2025-07-07,3,0,-0.38987527839643654,-4,2,9.0,8.75
2025-07-04,25,7,2691.24,Cookbook #25,Books,4490,105,2025-07-07,4,0,-0.4006146993318486,-3,2,8.666666666666666,13.125
2025-07-05,25,11,2518.74,Cookbook #25,Books,4490,105,2025-07-07,5,1,-0.4390334075723831,-2,2,9.666666666666666,8.75
2025-07-06,25,8,2704.36,Cookbook #25,Books,4490,105,2025-07-07,6,1,-0.3976926503340757,-1,2,8.666666666666666,11.666666666666666
2025-07-07,25,6,2604.01,Cookbook #25,Books,4490,105,2025-07-07,0,0,-0.42004231625835187,0,2,8.333333333333334,15.0
2025-07-08,25,8,2505.47,Cookbook #25,Books,4490,105,2025-07-07,1,0,-0.441988864142539,1,2,7.333333333333333,11.666666666666666
2025-06-09,26,14,1467.94,Sunglasses #26,Accessories,741,470,2025-07-07,0,0,0.981025641025641,-28,0,14.0,31.333333333333332
2025-06-10,26,16,1399.56,Sunglasses #26,Accessories,741,470,2025-07-07,1,0,0.888744939271255,-27,0,15.0,27.647058823529413
2025-06-11,26,15,1376.92,Sunglasses #26,Accessories,741,470,2025-07-07,2,0,0.8581916329284751,-26,0,15.0,29.375
2025-06-12,26,16,1464.76,Sunglasses #26,Accessories,741,470,2025-07-07,3,0,0.9767341430499326,-25,0,15.666666666666666,27.647058823529413
2025-06-13,26,14,1435.91,Sunglasses #26,Accessories,741,470,2025-07-07,4,0,0.9378002699055332,-24,0,15.0,31.333333333333332
2025-06-14,26,15,1465.34,Sunglasses #26,Accessories,741,470,2025-07-07,5,1,0.9775168690958164,-23,0,15.0,29.375
2025-06-15,26,14,1481.78,Sunglasses #26,Accessories,741,470,2025-07-07,6,1,0.9997031039136302,-22,0,14.333333333333334,31.333333333333332
2025-06-16,26,14,1486.27,Sunglasses #26,Accessories,741,470,2025-07-07,0,0,1.0057624831309042,-21,0,14.333333333333334,31.333333333333332
2025-06-17,26,13,1413.67,Sunglasses #26,Accessories,741,470,2025-07-07,1,0,0.90778677462888,-20,0,13.666666666666666,33.57142857142857
2025-06-18,26,13,1482.61,Sunglasses #26,Accessories,741,470,2025-07-07,2,0,1.0008232118758433,-19,0,13.333333333333334,33.57142857142857
2025-06-19,26,15,1426.81,Sunglasses #26,Accessories,741,470,2025-07-07,3,0,0.925519568151147,-18,0,13.666666666666666,29.375
2025-06-20,26,13,1356.54,Sunglasses #26,Accessories,741,470,2025-07-07,4,0,0.8306882591093117,-17,0,13.666666666666666,33.57142857142857
2025-06-21,26,14,1392.62,Sunglasses #26,Accessories,741,470,2025-07-07,5,1,0.879379217273954,-16,0,14.0,31.333333333333332
2025-06-22,26,17,1475.64,Sunglasses #26,Accessories,741,470,2025-07-07,6,1,0.9914170040485831,-15,0,14.666666666666666,26.11111111111111
2025-06-23,26,17,1362.11,Sunglasses #26,Accessories,741,470,2025-07-07,0,0,0.838205128205128,-14,0,16.0,26.11111111111111
2025-06-24,26,15,1471.83,Sunglasses #26,Accessories,741,470,2025-07-07,1,0,0.9862753036437246,-13,0,16.333333333333332,29.375
2025-06-25,26,14,1395.69,Sunglasses #26,Accessories,741,470,2025-07-07,2,0,0.8835222672064778,-12,0,15.333333333333334,31.333333333333332
2025-06-26,26,12,1475.63,Sunglasses #26,Accessories,741,470,2025-07-07,3,0,0.99140350877193,-11,0,13.666666666666666,36.15384615384615
2025-06-27,26,17,1428.88,Sunglasses #26,Accessories,741,470,2025-07-07,4,0,0.9283130904183537,-10,0,14.333333333333334,26.11111111111111
2025-06-28,26,16,1416.01,Sunglasses #26,Accessories,741,470,2025-07-07,5,1,0.9109446693657219,-9,0,15.0,27.647058823529413
2025-06-29,26,15,1477.08,Sunglasses #26,Accessories,741,470,2025-07-07,6,1,0.9933603238866395,-8,0,16.0,29.375
2025-06-30,26,10,1457.67,Sunglasses #26,Accessories,741,470,2025-07-07,0,0,0.9671659919028341,-7,0,13.666666666666666,42.72727272727273
2025-07-01,26,14,1453.8,Sunglasses #26,Accessories,741,470,2025-07-07,1,0,0.9619433198380566,-6,0,13.0,31.333333333333332
2025-07-02,26,15,1448.51,Sunglasses #26,Accessories,741,470,2025-07-07,2,0,0.954804318488529,-5,0,13.0,29.375
2025-07-03,26,14,1387.49,Sunglasses #26,Accessories,741,470,2025-07-07,3,0,0.8724561403508772,-4,0,14.333333333333334,31.333333333333332
2025-07-04,26,16,1438.87,Sunglasses #26,Accessories,741,470,2025-07-07,4,0,0.9417948717948716,-3,0,15.0,27.647058823529413
2025-07-05,26,17,1430.77,Sunglasses #26,Accessories,741,470,2025-07-07,5,1,0.9308636977058029,-2,0,15.666666666666666,26.11111111111111
2025-07-06,26,12,1373.12,Sunglasses #26,Accessories,741,470,2025-07-07,6,1,0.8530634278002698,-1,0,15.0,36.15384615384615
2025-07-07,26,15,1438.95,Sunglasses #26,Accessories,741,470,2025-07-07,0,0,0.9419028340080973,0,0,14.666666666666666,29.375
2025-07-08,26,11,1393.39,Sunglasses #26,Accessories,741,470,2025-07-07,1,0,0.8804183535762484,1,0,12.666666666666666,39.166666666666664
2025-06-09,27,10,2250.78,Belt #27,Accessories,1926,274,2025-07-07,0,0,0.16862928348909667,-28,0,10.0,24.90909090909091
2025-06-10,27,13,2254.72,Belt #27,Accessories,1926,274,2025-07-07,1,0,0.17067497403945991,-27,0,11.5,19.571428571428573
2025-06-11,27,10,2194.22,Belt #27,Accessories,1926,274,2025-07-07,2,0,0.13926272066458972,-26,0,11.0,24.90909090909091
2025-06-12,27,12,2248.37,Belt #27,Accessories,1926,274,2025-07-07,3,0,0.16737798546209756,-25,0,11.666666666666666,21.076923076923077
2025-06-13,27,13,2326.85,Belt #27,Accessories,1926,274,2025-07-07,4,0,0.20812564901349942,-24,0,11.666666666666666,19.571428571428573
2025-06-14,27,10,2321.35,Belt #27,Accessories,1926,274,2025-07-07,5,1,0.20526998961578397,-23,0,11.666666666666666,24.90909090909091
2025-06-15,27,9,2243.07,Belt #27,Accessories,1926,274,2025-07-07,6,1,0.16462616822429915,-22,0,10.666666666666666,27.4
2025-06-16,27,13,2252.53,Belt #27,Accessories,1926,274,2025-07-07,0,0,0.16953790238836977,-21,0,10.666666666666666,19.571428571428573
2025-06-17,27,11,2148.37,Belt #27,Accessories,1926,274,2025-07-07,1,0,0.11545690550363442,-20,0,11.0,22.833333333333332
2025-06-18,27,8,2329.95,Belt #27,Accessories,1926,274,2025-07-07,2,0,0.20973520249221175,-19,0,10.666666666666666,30.444444444444443
2025-06-19,27,12,2153.37,Belt #27,Accessories,1926,274,2025-07-07,3,0,0.11805295950155757,-18,0,10.333333333333334,21.076923076923077
2025-06-20,27,12,2261.08,Belt #27,Accessories,1926,274,2025-07-07,4,0,0.17397715472481823,-17,0,10.666666666666666,21.076923076923077
2025-06-21,27,11,2362.42,Belt #27,Accessories,1926,274,2025-07-07,5,1,0.22659397715472485,-16,0,11.666666666666666,22.833333333333332
2025-06-22,27,11,2352.7,Belt #27,Accessories,1926,274,2025-07-07,6,1,0.2215472481827621,-15,0,11.333333333333334,22.833333333333332
2025-06-23,27,10,2146.55,Belt #27,Accessories,1926,274,2025-07-07,0,0,0.11451194184839054,-14,0,10.666666666666666,24.90909090909091
2025-06-24,27,7,2329.32,Belt #27,Accessories,1926,274,2025-07-07,1,0,0.2094080996884736,-13,0,9.333333333333334,34.25
2025-06-25,27,11,2287.3,Belt #27,Accessories,1926,274,2025-07-07,2,0,0.1875908618899274,-12,0,9.333333333333334,22.833333333333332
2025-06-26,27,10,2303.54,Belt #27,Accessories,1926,274,2025-07-07,3,0,0.1960228452751817,-11,0,9.333333333333334,24.90909090909091
2025-06-27,27,10,2171.58,Belt #27,Accessories,1926,274,2025-07-07,4,0,0.12750778816199373,-10,0,10.333333333333334,24.90909090909091
2025-06-28,27,9,2290.95,Belt #27,Accessories,1926,274,2025-07-07,5,1,0.18948598130841113,-9,0,9.666666666666666,27.4
2025-06-29,27,14,2323.85,Belt #27,Accessories,1926,274,2025-07-07,6,1,0.20656801661474555,-8,0,11.0,18.266666666666666
2025-06-30,27,7,2338.97,Belt #27,Accessories,1926,274,2025-07-07,0,0,0.2144184839044651,-7,0,10.0,34.25
2025-07-01,27,11,2217.34,Belt #27,Accessories,1926,274,2025-07-07,1,0,0.15126687435098657,-6,0,10.666666666666666,22.833333333333332
2025-07-02,27,13,2364.47,Belt #27,Accessories,1926,274,2025-07-07,2,0,0.2276583592938732,-5,0,10.333333333333334,19.571428571428573
2025-07-03,27,11,2187.39,Belt #27,Accessories,1926,274,2025-07-07,3,0,0.13571651090342673,-4,0,11.666666666666666,22.833333333333332
2025-07-04,27,9,2220.69,Belt #27,Accessories,1926,274,2025-07-07,4,0,0.15300623052959506,-3,0,11.0,27.4
2025-07-05,27,10,2340.7,Belt #27,Accessories,1926,274,2025-07-07,5,1,0.21531671858774654,-2,0,10.0,24.90909090909091
2025-07-06,27,8,2354.25,Belt #27,Accessories,1926,274,2025-07-07,6,1,0.2223520249221184,-1,0,9.0,30.444444444444443
2025-07-07,27,10,2146.27,Belt #27,Accessories,1926,274,2025-07-07,0,0,0.11436656282450675,0,0,9.333333333333334,24.90909090909091
2025-07-08,27,8,2326.03,Belt #27,Accessories,1926,274,2025-07-07,1,0,0.20769989615784018,1,0,8.666666666666666,30.444444444444443
2025-06-09,28,18,835.46,LED Lamp #28,Home,3454,91,2025-07-07,0,0,-0.7581181239143022,-28,6,18.0,4.7894736842105265
2025-06-10,28,16,834.24,LED Lamp #28,Home,3454,91,2025-07-07,1,0,-0.7584713375796179,-27,6,17.0,5.352941176470588
2025-06-11,28,18,806.96,LED Lamp #28,Home,3454,91,2025-07-07,2,0,-0.7663694267515924,-26,6,17.333333333333332,4.7894736842105265
2025-06-12,28,18,817.79,LED Lamp #28,Home,3454,91,2025-07-07,3,0,-0.7632339316734221,-25,6,17.333333333333332,4.7894736842105265
2025-06-13,28,19,883.46,LED Lamp #28,Home,3454,91,2025-07-07,4,0,-0.7442211928199189,-24,6,18.333333333333332,4.55
2025-06-14,28,17,855.13,LED Lamp #28,Home,3454,91,2025-07-07,5,1,-0.752423277359583,-23,6,18.0,5.055555555555555
2025-06-15,28,19,816.39,LED Lamp #28,Home,3454,91,2025-07-07,6,1,-0.7636392588303417,-22,6,18.333333333333332,4.55
2025-06-16,28,15,803.94,LED Lamp #28,Home,3454,91,2025-07-07,0,0,-0.7672437753329473,-21,6,17.0,5.6875
2025-06-17,28,18,804.48,LED Lamp #28,Home,3454,91,2025-07-07,1,0,-0.7670874348581355,-20,6,17.333333333333332,4.7894736842105265
2025-06-18,28,15,806.11,LED Lamp #28,Home,3454,91,2025-07-07,2,0,-0.7666155182397221,-19,6,16.0,5.6875
2025-06-19,28,15,848.57,LED Lamp #28,Home,3454,91,2025-07-07,3,0,-0.7543225246091487,-18,6,16.0,5.6875
2025-06-20,28,23,808.02,LED Lamp #28,Home,3454,91,2025-07-07,4,0,-0.7660625361899247,-17,6,17.666666666666668,3.7916666666666665
2025-06-21,28,16,856.45,LED Lamp #28,Home,3454,91,2025-07-07,5,1,-0.7520411117544876,-16,6,18.0,5.352941176470588
2025-06-22,28,18,824.24,LED Lamp #28,Home,3454,91,2025-07-07,6,1,-0.7613665315576145,-15,6,19.0,4.7894736842105265
2025-06-23,28,17,852.01,LED Lamp #28,Home,3454,91,2025-07-07,0,0,-0.753326577880718,-14,6,17.0,5.055555555555555
2025-06-24,28,16,867.58,LED Lamp #28,Home,3454,91,2025-07-07,1,0,-0.7488187608569774,-13,6,17.0,5.352941176470588
2025-06-25,28,18,807.34,LED Lamp #28,Home,3454,91,2025-07-07,2,0,-0.7662594093804285,-12,6,17.0,4.7894736842105265
2025-06-26,28,15,803.31,LED Lamp #28,Home,3454,91,2025-07-07,3,0,-0.7674261725535612,-11,6,16.333333333333332,5.6875
2025-06-27,28,19,842.72,LED Lamp #28,Home,3454,91,2025-07-07,4,0,-0.7560162130862768,-10,6,17.333333333333332,4.55
2025-06-28,28,15,867.36,LED Lamp #28,Home,3454,91,2025-07-07,5,1,-0.7488824551244933,-9,6,16.333333333333332,5.6875
2025-06-29,28,18,827.35,LED Lamp #28,Home,3454,91,2025-07-07,6,1,-0.7604661262304575,-8,6,17.333333333333332,4.7894736842105265
2025-06-30,28,20,835.63,LED Lamp #28,Home,3454,91,2025-07-07,0,0,-0.7580689056166763,-7,6,17.666666666666668,4.333333333333333
2025-07-01,28,17,870.19,LED Lamp #28,Home,3454,91,2025-07-07,1,0,-0.7480631152287203,-6,6,18.333333333333332,5.055555555555555
2025-07-02,28,16,866.81,LED Lamp #28,Home,3454,91,2025-07-07,2,0,-0.7490416907932832,-5,6,17.666666666666668,5.352941176470588
2025-07-03,28,17,831.92,LED Lamp #28,Home,3454,91,2025-07-07,3,0,-0.759143022582513,-4,6,16.666666666666668,5.055555555555555
2025-07-04,28,17,846.53,LED Lamp #28,Home,3454,91,2025-07-07,4,0,-0.7549131441806601,-3,6,16.666666666666668,5.055555555555555
2025-07-05,28,18,827.13,LED Lamp #28,Home,3454,91,2025-07-07,5,1,-0.7605298204979734,-2,6,17.333333333333332,4.7894736842105265
2025-07-06,28,18,857.47,LED Lamp #28,Home,3454,91,2025-07-07,6,1,-0.7517458019687319,-1,6,17.666666666666668,4.7894736842105265
2025-07-07,28,16,844.88,LED Lamp #28,Home,3454,91,2025-07-07,0,0,-0.7553908511870295,0,6,17.333333333333332,5.352941176470588
2025-07-08,28,15,846.6,LED Lamp #28,Home,3454,91,2025-07-07,1,0,-0.7548928778228141,1,6,16.333333333333332,5.6875
2025-06-09,29,16,1246.79,Action Figure #29,Toys,2629,415,2025-07-07,0,0,-0.5257550399391404,-28,8,16.0,24.41176470588235
2025-06-10,29,12,1162.93,Action Figure #29,Toys,2629,415,2025-07-07,1,0,-0.5576531000380373,-27,8,14.0,31.923076923076923
2025-06-11,29,17,1223.37,Action Figure #29,Toys,2629,415,2025-07-07,2,0,-0.5346633701027007,-26,8,15.0,23.055555555555557
